unnamed;company;typename;inches;screen_resolution;cpu;ram;memory;gpu;opsys;weight; price ;px_width;px_height;clock_speed;cpu_brand;gpu_brand;ssd_capacity;hdd_capacity;ssd_count;hdd_count;flash_storage;cpu_details;ips_panel;touch_screen;resolution;ppi_whole;resolution (1);name;aspect_ratio;quality_rank
698;Toshiba;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Intel HD Graphics 520;Windows;1.36; $100006.56. ;1920;1080;2.5;Intel;Intel;512;0;1;1;0;Core i7 6500U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
700;Dell;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows;2.56; $43636.32. ;1920;1080;2.5;Intel;Nvidia;0;1024;0;1;0;Core i5 7300HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
701;Lenovo;Notebook;15.6;Full HD 1920x1080;AMD A9-Series 9420 2.9GHz;4;256GB SSD;AMD Radeon 530;Windows;2.20; $21258.72. ;1920;1080;2.9;AMD;AMD;256;0;1;1;0;A9-Series 9420;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
702;Lenovo;Notebook;15.6;1366x768;AMD A12-Series 9720P 3.6GHz;8;1TB HDD;AMD Radeon R7;Windows;2.20; $22857.12. ;1366;768;3.6;AMD;AMD;0;1024;0;1;0;A12-Series 9720P;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
703;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;4;1TB HDD +  1TB HDD;Intel HD Graphics 620;Windows;2.10; $33110.86. ;1920;1080;2.5;Intel;Intel;0;1024;0;2;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
704;Lenovo;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;No OS;1.90; $23976.. ;1366;768;2.0;Intel;Intel;0;512;0;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
705;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;2.18; $42357.6. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
707;Lenovo;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6500U 2.5GHz;16;512GB SSD;Nvidia Quadro M520M;Windows;2.18; $98834.4. ;1920;1080;2.5;Intel;Nvidia;512;0;1;1;0;Core i7 6500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
708;Lenovo;Notebook;14.0;Full HD 1920x1080;Intel Core i5 6300HQ 2.3GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.80; $63456.48. ;1920;1080;2.3;Intel;Intel;256;0;1;1;0;Core i5 6300HQ;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
709;HP;Notebook;17.3;IPS Panel Full HD 1920x1080;AMD A10-Series 9620P 2.5GHz;6;2TB HDD;AMD Radeon 530;Windows;2.71; $34898.93. ;1920;1080;2.5;AMD;AMD;0;2048;0;1;0;A10-Series 9620P;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
710;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows;2.50; $66546.72. ;1920;1080;2.8;Intel;Nvidia;128;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
711;Dell;Notebook;14.0;Full HD 1920x1080;Intel Core i5 7440HQ 2.8GHz;8;256GB SSD;Nvidia GeForce 930MX;Linux;1.64; $58021.92. ;1920;1080;2.8;Intel;Nvidia;256;0;1;1;0;Core i5 7440HQ;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
712;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;1TB HDD;Intel HD Graphics 620;Linux;1.98; $38681.28. ;1920;1080;2.5;Intel;Intel;0;1024;0;1;0;Core i5 7200U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
713;Asus;Notebook;14.0;Full HD 1920x1080;Intel Celeron Dual Core N3350 1.1GHz;4;32GB Flash Storage;Intel HD Graphics 500;Windows;1.50; $15877.44. ;1920;1080;1.1;Intel;Intel;0;0;0;1;32;Celeron Dual Core N3350;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
714;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;16;512GB SSD;Intel HD Graphics 620;Windows;1.93; $76012.44. ;1920;1080;2.6;Intel;Intel;512;0;1;1;0;Core i5 7300U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
715;Lenovo;Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Nvidia GeForce 920MX;Windows;1.87; $45664.69. ;1920;1080;2.5;Intel;Nvidia;256;0;1;1;0;Core i5 7200U;1;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
716;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i5 7300U 2.6GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.90; $62817.12. ;1920;1080;2.6;Intel;Intel;256;0;1;1;0;Core i5 7300U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
717;Lenovo;Notebook;15.6;1366x768;AMD A6-Series 7310 2GHz;4;500GB HDD;AMD Radeon R4;Windows;2.19; $15877.44. ;1366;768;2.0;AMD;AMD;0;512;0;1;0;A6-Series 7310;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
718;Mediacom;Notebook;14.0;IPS Panel Full HD 1920x1200;Intel Atom Z8350 1.92GHz;4;32GB HDD;Intel HD Graphics 400;Windows;1.40; $14119.2. ;1920;1200;1.9;Intel;Intel;0;32;0;1;0;Atom Z8350;1;0;1920 x 1200;162;1920 x 1200;WUXGA;16:10;Mid
719;HP;Notebook;17.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Nvidia GeForce 930MX;Windows;2.63; $63936.. ;1920;1080;2.7;Intel;Nvidia;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
720;Lenovo;Ultrabook;14.0;IPS Panel Quad HD+ 2560x1440;Intel Core i7 6500U 2.5GHz;64;512GB SSD;Intel HD Graphics 520;Windows;1.17; $89864.18. ;2560;1440;2.5;Intel;Intel;512;0;1;1;0;Core i7 6500U;1;0;2560 x 1440;210;2560 x 1440;WQHD (Wide Quad HD);16:09;High
721;HP;2 in 1 Convertible;13.3;IPS Panel Touchscreen 1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.58; $44574.05. ;1366;768;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;1;1366 x 768;118;1366 x 768;HD Ready;16:09;Lower
722;Lenovo;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.32; $79866.72. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
723;Dell;Gaming;17.3;4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;32;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows;4.36; $194972.83. ;3840;2160;2.8;Intel;Nvidia;1024;1024;1;1;0;Core i7 7700HQ;0;0;3840 x 2160;255;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
724;MSI;Gaming;17.3;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050 Ti;Windows;2.70; $71847.01. ;1920;1080;2.8;Intel;Nvidia;128;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
725;Lenovo;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4;1TB HDD;Intel HD Graphics 620;No OS;1.90; $26101.87. ;1366;768;2.5;Intel;Intel;0;1024;0;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
727;Dell;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i3 7100U 2.4GHz;4;1TB HDD;Intel HD Graphics 620;Windows;1.71; $34578.72. ;1920;1080;2.4;Intel;Intel;0;1024;0;1;0;Core i3 7100U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
728;Dell;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;8;1TB HDD;AMD Radeon R7 M445;Linux;2.32; $31409.63. ;1366;768;2.5;Intel;AMD;0;1024;0;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
729;HP;Notebook;15.6;Full HD 1920x1080;AMD A9-Series 9420 3GHz;4;1TB HDD;AMD Radeon 520;Windows;2.10; $26053.92. ;1920;1080;3.0;AMD;AMD;0;1024;0;1;0;A9-Series 9420;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
730;Acer;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;4.20; $103096.8. ;1920;1080;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
731;Dell;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;12;1TB HDD;Intel HD Graphics 620;Windows;2.25; $34578.72. ;1366;768;2.5;Intel;Intel;0;1024;0;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
732;HP;Notebook;15.6;Full HD 1920x1080;AMD A9-Series A9-9420 3GHz;6;128GB SSD +  1TB HDD;AMD Radeon 520;Windows;2.10; $34632.. ;1920;1080;3.0;AMD;AMD;128;1024;1;1;0;A9-Series A9-9420;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
733;Acer;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4;500GB HDD;Intel HD Graphics 620;Windows;2.40; $29783.52. ;1366;768;2.5;Intel;Intel;0;512;0;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
734;Lenovo;Notebook;13.3;IPS Panel Full HD 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.44; $51148.8. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
735;Lenovo;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;4;1TB HDD;Intel HD Graphics 620;Windows;1.85; $41505.12. ;1920;1080;2.7;Intel;Intel;0;1024;0;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
736;HP;Workstation;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD;Nvidia Quadro M2200;Windows;2.60; $128884.32. ;1920;1080;2.8;Intel;Nvidia;256;0;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
737;Dell;2 in 1 Convertible;13.3;Full HD / Touchscreen 1920x1080;Intel Core i5 8250U 1.6GHz;8;1TB HDD;Intel UHD Graphics 620;Windows;1.55; $35111.52. ;1920;1080;1.6;Intel;Intel;0;1024;0;1;0;Core i5 8250U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
738;MSI;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;1.80; $111593.89. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
739;Acer;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows;2.40; $21887.42. ;1366;768;2.0;Intel;Intel;0;512;0;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
740;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce 940MX;Windows;2.00; $64308.96. ;1920;1080;2.7;Intel;Nvidia;128;1024;1;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
741;Dell;Notebook;15.6;1366x768;Intel Core i3 6006U 2GHz;8;256GB SSD;Intel HD Graphics 520;Windows;2.00; $35431.2. ;1366;768;2.0;Intel;Intel;256;0;1;1;0;Core i3 6006U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
742;Toshiba;Notebook;14.0;IPS Panel Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.25; $81784.8. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;1;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
743;Lenovo;2 in 1 Convertible;14.0;Full HD / Touchscreen 1920x1080;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.70; $53226.72. ;1920;1080;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;1;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
744;Lenovo;Workstation;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7600U 2.8GHz;16;1TB SSD;Nvidia Quadro M520M;Windows;2.50; $175770.72. ;3840;2160;2.8;Intel;Nvidia;1024;0;1;1;0;Core i7 7600U;1;0;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
745;Acer;Notebook;14.0;1366x768;Intel Celeron Dual Core N3060 1.6GHz;2;32GB Flash Storage;Intel HD Graphics 400;Chrome OS;1.68; $17582.4. ;1366;768;1.6;Intel;Intel;0;0;0;1;32;Celeron Dual Core N3060;0;0;1366 x 768;112;1366 x 768;HD Ready;16:09;Lower
746;Samsung;Ultrabook;13.3;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;Intel HD Graphics 620;Windows;0.81; $87858.72. ;1920;1080;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
748;Dell;Notebook;14.0;1366x768;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.60; $60031.11. ;1366;768;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1366 x 768;112;1366 x 768;HD Ready;16:09;Lower
749;HP;Workstation;17.3;IPS Panel Full HD 1920x1080;Intel Xeon E3-1535M v5 2.9GHz;16;256GB SSD;Nvidia Quadro M2000M;Windows;3.00; $233845.92. ;1920;1080;2.9;Intel;Nvidia;256;0;1;1;0;Xeon E3-1535M v5;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
750;Lenovo;Netbook;11.6;Touchscreen 1366x768;Intel Celeron Dual Core N3060 1.6GHz;4;128GB SSD;Intel HD Graphics 400;Windows;1.40; $25308.. ;1366;768;1.6;Intel;Intel;128;0;1;1;0;Celeron Dual Core N3060;0;1;1366 x 768;135;1366 x 768;HD Ready;16:09;Lower
751;HP;Notebook;15.6;Full HD 1920x1080;Intel Core i5 6300U 2.4GHz;8;256GB SSD;Intel HD Graphics 520;Windows;1.84; $101232.. ;1920;1080;2.4;Intel;Intel;256;0;1;1;0;Core i5 6300U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
752;Asus;Notebook;15.6;1366x768;Intel Core i5 6300HQ 2.3GHz;4;1TB HDD;Nvidia GeForce GTX 950M;No OS;2.45; $30849.12. ;1366;768;2.3;Intel;Nvidia;0;1024;0;1;0;Core i5 6300HQ;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
754;Asus;Notebook;15.6;1366x768;Intel Core i7 7500U 2.7GHz;4;256GB SSD;Intel HD Graphics 620;Windows;2.37; $45282.67. ;1366;768;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
755;Lenovo;2 in 1 Convertible;13.3;IPS Panel Quad HD+ / Touchscreen 3200x1800;Intel Core i5 6260U 1.8GHz;8;256GB SSD;Intel HD Graphics 540;Windows;1.30; $63882.72. ;3200;1800;1.8;Intel;Intel;256;0;1;1;0;Core i5 6260U;1;1;3200 x 1800;276;3200 x 1800;QHD+ (Quad HD Plus);16:09;High
756;HP;Notebook;15.6;IPS Panel Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows;2.20; $58554.72. ;1920;1080;2.5;Intel;Nvidia;128;1024;1;1;0;Core i5 7300HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
757;HP;Workstation;15.6;Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;8;256GB SSD;Nvidia Quadro M1000M;Windows;2.59; $83170.08. ;1920;1080;2.6;Intel;Nvidia;256;0;1;1;0;Core i7 6700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
758;Dell;Gaming;15.6;IPS Panel 4K Ultra HD 3840x2160;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows;4.42; $152859.79. ;3840;2160;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;1;0;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
759;Acer;Notebook;15.6;1366x768;Intel Core i5 7200U 2.5GHz;4;256GB SSD;Intel HD Graphics 620;Windows;2.10; $31914.72. ;1366;768;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
760;Lenovo;Gaming;15.6;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows;2.50; $55837.44. ;1920;1080;2.8;Intel;Nvidia;128;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
761;Dell;Ultrabook;12.5;Full HD 1920x1080;Intel Core i7 7600U 2.8GHz;16;256GB SSD;Intel HD Graphics 620;Windows;1.18; $99047.52. ;1920;1080;2.8;Intel;Intel;256;0;1;1;0;Core i7 7600U;0;0;1920 x 1080;176;1920 x 1080;Full HD (1080p);16:09;Mid
762;Google;Ultrabook;12.3;Touchscreen 2400x1600;Intel Core i5 7Y57 1.2GHz;8;256GB SSD;Intel HD Graphics 615;Chrome OS;1.10; $83063.52. ;2400;1600;1.2;Intel;Intel;256;0;1;1;0;Core i5 7Y57;0;1;2400 x 1600;235;2400 x 1600;WQXGA (Wide Quad Extended Graphics Array);03:02;High
763;Asus;Ultrabook;13.3;IPS Panel Quad HD+ 3200x1800;Intel Core i5 7200U 2.5GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.20; $60153.12. ;3200;1800;2.5;Intel;Intel;256;0;1;1;0;Core i5 7200U;1;0;3200 x 1800;276;3200 x 1800;QHD+ (Quad HD Plus);16:09;High
764;Dell;Notebook;13.3;1366x768;Intel Core i3 6006U 2GHz;4;500GB HDD;Intel HD Graphics 520;Windows;1.65; $45234.72. ;1366;768;2.0;Intel;Intel;0;512;0;1;0;Core i3 6006U;0;0;1366 x 768;118;1366 x 768;HD Ready;16:09;Lower
765;Acer;Notebook;13.3;1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows;1.60; $34898.4. ;1366;768;2.3;Intel;Intel;128;0;1;1;0;Core i5 6200U;0;0;1366 x 768;118;1366 x 768;HD Ready;16:09;Lower
766;Asus;Notebook;17.3;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Nvidia GeForce 920MX;Windows;2.80; $25059.72. ;1366;768;1.1;Intel;Nvidia;0;1024;0;1;0;Pentium Quad Core N4200;0;0;1366 x 768;91;1366 x 768;HD Ready;16:09;Lower
767;Dell;Gaming;15.6;IPS Panel Touchscreen / 4K Ultra HD 3840x2160;Intel Core i7 6700HQ 2.6GHz;16;128GB SSD +  1TB HDD;Nvidia GeForce GTX 960M;Windows;2.72; $58554.72. ;3840;2160;2.6;Intel;Nvidia;128;1024;1;1;0;Core i7 6700HQ;1;1;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
768;Samsung;Ultrabook;13.3;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;8;256GB SSD;Intel HD Graphics 620;Windows;1.31; $85194.72. ;1920;1080;2.7;Intel;Intel;256;0;1;1;0;Core i7 7500U;0;1;1920 x 1080;166;1920 x 1080;Full HD (1080p);16:09;Mid
769;Acer;Notebook;15.6;1366x768;Intel Pentium Quad Core N4200 1.1GHz;4;1TB HDD;Intel HD Graphics 505;Linux;2.10; $15877.44. ;1366;768;1.1;Intel;Intel;0;1024;0;1;0;Pentium Quad Core N4200;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
770;Dell;Notebook;15.6;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;;AMD Radeon R7 M445;Windows;2.30; $62938.07. ;1920;1080;2.7;Intel;AMD;0;0;0;1;0;Core i7 7500U;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
771;Samsung;2 in 1 Convertible;15.0;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;16;256GB SSD;AMD Radeon 540;Windows;1.71; $95850.72. ;1920;1080;2.7;Intel;AMD;256;0;1;1;0;Core i7 7500U;0;1;1920 x 1080;147;1920 x 1080;Full HD (1080p);16:09;Mid
772;Toshiba;Notebook;14.0;IPS Panel 1366x768;Intel Core i5 6200U 2.3GHz;4;128GB SSD;Intel HD Graphics 520;Windows;1.75; $54345.6. ;1366;768;2.3;Intel;Intel;128;0;1;1;0;Core i5 6200U;1;0;1366 x 768;112;1366 x 768;HD Ready;16:09;Lower
773;Dell;Gaming;15.6;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;8;1TB HDD;Nvidia GeForce GTX 1050;Windows;2.62; $58554.72. ;1920;1080;2.8;Intel;Nvidia;0;1024;0;1;0;Core i7 7700HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
775;Asus;2 in 1 Convertible;15.6;Full HD / Touchscreen 1920x1080;Intel Core i7 7500U 2.7GHz;12;2TB HDD;Nvidia GeForce 940MX;Windows;2.30; $44701.92. ;1920;1080;2.7;Intel;Nvidia;0;2048;0;1;0;Core i7 7500U;0;1;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
776;Lenovo;Notebook;15.6;4K Ultra HD 3840x2160;Intel Core i7 6820HQ 2.7GHz;16;512GB SSD;Nvidia Quadro M2000M;Windows;2.50; $126273.6. ;3840;2160;2.7;Intel;Nvidia;512;0;1;1;0;Core i7 6820HQ;0;0;3840 x 2160;282;3840 x 2160;4K UHD (Ultra High Definition);16:09;Very High
777;Acer;Notebook;14.0;IPS Panel Full HD 1920x1080;Intel Core i3 7100U 2.4GHz;4;128GB SSD;Intel HD Graphics 620;Windows;1.80; $33886.08. ;1920;1080;2.4;Intel;Intel;128;0;1;1;0;Core i3 7100U;1;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
778;Razer;Gaming;14.0;Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;512GB SSD;Nvidia GeForce GTX 1060;Windows;1.95; $154458.72. ;1920;1080;2.8;Intel;Nvidia;512;0;1;1;0;Core i7 7700HQ;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
779;Asus;Notebook;15.6;1920x1080;Intel Pentium Dual Core N4200 1.1GHz;8;128GB SSD;Intel HD Graphics 505;Windows;2.00; $31003.63. ;1920;1080;1.1;Intel;Intel;128;0;1;1;0;Pentium Dual Core N4200;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
780;Dell;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;32;1TB SSD +  1TB HDD;Nvidia GeForce GTX 1070M;Windows;4.42; $191211.26. ;1920;1080;2.8;Intel;Nvidia;1024;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
781;Asus;Gaming;17.3;IPS Panel Full HD 1920x1080;Intel Core i7 6700HQ 2.6GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1070;Windows;4.30; $125208.. ;1920;1080;2.6;Intel;Nvidia;256;1024;1;1;0;Core i7 6700HQ;1;0;1920 x 1080;127;1920 x 1080;Full HD (1080p);16:09;Mid
782;Toshiba;Ultrabook;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 6600U 2.6GHz;16;512GB SSD;Nvidia GeForce 930M;Windows;1.47; $93985.92. ;1920;1080;2.6;Intel;Nvidia;512;0;1;1;0;Core i7 6600U;1;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
783;Lenovo;Notebook;15.6;1366x768;Intel Celeron Quad Core N3710 1.6GHz;8;1TB HDD;Intel HD Graphics 405;No OS;2.20; $17529.12. ;1366;768;1.6;Intel;Intel;0;1024;0;1;0;Celeron Quad Core N3710;0;0;1366 x 768;100;1366 x 768;HD Ready;16:09;Lower
784;Lenovo;Ultrabook;14.0;Full HD 1920x1080;Intel Core i7 7500U 2.7GHz;16;512GB SSD;Intel HD Graphics 620;Windows;1.70; $122490.72. ;1920;1080;2.7;Intel;Intel;512;0;1;1;0;Core i7 7500U;0;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
785;MSI;Gaming;14.0;IPS Panel Full HD 1920x1080;Intel Core i7 7700HQ 2.8GHz;16;256GB SSD +  1TB HDD;Nvidia GeForce GTX 1060;Windows;1.60; $100752.48. ;1920;1080;2.8;Intel;Nvidia;256;1024;1;1;0;Core i7 7700HQ;1;0;1920 x 1080;157;1920 x 1080;Full HD (1080p);16:09;Mid
786;MSI;Gaming;15.6;Full HD 1920x1080;Intel Core i5 7300HQ 2.5GHz;8;128GB SSD +  1TB HDD;Nvidia GeForce GTX 1050;Windows;2.20; $58021.92. ;1920;1080;2.5;Intel;Nvidia;128;1024;1;1;0;Core i5 7300HQ;0;0;1920 x 1080;141;1920 x 1080;Full HD (1080p);16:09;Mid
